+1.134644183841249  0.000000000     3135.799 500 500 500
+1.372054820957089  0.000000000     3488.220 500 500 500
+1.528323496980727  0.000000000     3443.304 500 500 500
+1.811853143066060  0.000000000     3445.849 500 500 500
+2.032168752951059  0.000000000     3441.738 500 500 500
